row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,7919397.29,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,RCC M20,cft,1271.5,1345.0,1710167.5,Verified,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Plumbing Fixture,nos,,2150.0,2796505.0,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,PCC 1:4:8,cft,1896.7,1921.0,3643560.7,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Excavation,cft,716.1,1030.0,737583.0,Verified,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Electrical Wiring,point,801.4,645.0,516903.0,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Door Frame,nos,529.4,2404.0,1272678.0,Disputed,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
7,Painting,sft,4911.2,1005.0,4935756.0,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
8,Brick Masonry,cft,3945.4,1817.0,,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,834981.21,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,5491843.0,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,83498.0,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,751483.09,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-03,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,26/06/07,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11985359.68,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Plumbing Fixture,nos,1052.6,1924.0,2025202.4,Verified,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Excavation,cft,619.7,1835.0,1137150.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,2337.6,2203.0,5149732.8,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,3158.1,535.0,1689583.5,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,PCC 1:4:8,cft,"2,039/-",135.0,275292.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Flooring,sft,"4,809/-",2479.0,11921263.1,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1521505.72,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,7241062.0,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,152150.57,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1369355.15,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-04,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Date:,28/05/06,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Contract Value:,14960315.09,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
1,Plumbing Fixture,nos,390.5,1529.0,597074.5,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,2700.8,603.0,1628582.4,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
3,Flooring,sft,4984.7,,2626936.9,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
4,Painting,sft,376.8,1156.0,435581.0,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
5,Plastering,sft,4287.8,770.0,3301606.0,Verified,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
6,RCC M20,cft,3892.3,877.0,3413547.1,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
7,PCC 1:4:8,cft,489,1879.0,918831.0,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
8,Excavation,cft,286.4,2218.0,635235.2,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,987558.35,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,307865.0,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,98755.84,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
,,,,,888802.51,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_04.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-05,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Date:,27/10/2006,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11630122.24,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,1719.6,632.0,1086787.2,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
2,Excavation,cft,240.1,623.0,149582.0,Verified,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,"PKR 3,473",1534.0,5327428.6,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
4,Door Frame,nos,"PKR 1,436",495.0,710820.0,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
5,Flooring,sft,2020.2,1515.0,3060603.0,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
6,PCC 1:4:8,cft,1885.6,1962.0,3699547.2,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,1175572.87,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,2068054.88,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,117557.29,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
,,,,,1058016.0,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_05.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C002-06,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Date:,2007/10/17,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Contractor:,Iqbal Electrical Contractors,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Scope:,Electrical,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Contract Value:,4785438.99,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
1,Plastering,sft,2803.6,2347.0,6580049.2,Disputed,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,3204.8,1170.0,3749616.0,As per BOQ,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
3,Flooring,sft,1554.4,2360.0,3668384.0,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
4,Window Frame,nos,3254.4,2251.0,7325654.4,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
5,Plumbing Fixture,nos,4904.9,2079.0,10197287.1,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
,,,,,502122.11,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
,,,,,1793033.27,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
,,,,,50212.21,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
,,,,,451910.0,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C002_RunBill_06.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C003-01,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,2007/06/20,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Plumbing,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,9062425.92,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,"PKR 3,134",149.0,466951.1,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,RCC M20,cft,3341.9,1309.0,4374547.1,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Brick Masonry,cft,4898.5,999.0,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,Plastering,sft,"PKR 4,848",2143.0,10388835.4,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,Flooring,sft,410/-,1593.0,652652.0,Disputed,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,Door Frame,nos,4315.9,1328.0,5731515.2,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,Electrical Wiring,point,1848.1,1612.0,2979137.2,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,2275625.3,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,137280.46,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,1235524.17,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C003_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C003-02,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,06-17-2007,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Plumbing,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,11563012.16,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,PCC 1:4:8,cft,455,375.0,170625.0,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Brick Masonry,cft,4805.5,316.0,1518538.0,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Electrical Wiring,point,402.2,450.0,180990.0,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,Window Frame,nos,1595.6,1196.0,1908337.6,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Door Frame,nos,380.9,1686.0,642197.0,As per BOQ,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
6,Plumbing Fixture,nos,1621.9,395.0,640650.5,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,803679.26,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,3331908.0,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,80367.93,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,723311.3300000001,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C003_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C003-03,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,2006/08/13,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Plumbing,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,6276213.88,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Painting,sft,,2128.0,9330003.2,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Door Frame,nos,2866.4,1152.0,3302092.8,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Electrical Wiring,point,2149.2,1718.0,3692325.6,Disputed,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,Brick Masonry,cft,2487.4,2256.0,5611574.4,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,Flooring,sft,21/-,1375.0,,Verified,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Window Frame,nos,804.5,2481.0,1995964.0,Verified,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
7,PCC 1:4:8,cft,2241.9,307.0,688263.3,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
8,Plastering,sft,4686,228.0,1068408.0,Disputed,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1187162.13,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,2346847.54,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,118716.21,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1068445.92,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C003_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C004-01,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Date:,15/07/07,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Scope:,Finishing,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Contract Value:,"PKR 9,539,836",,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
1,Electrical Wiring,point,3134.1,1293.0,4052391.0,Disputed,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
2,Window Frame,nos,4619,626.0,2891494.0,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
3,Plumbing Fixture,nos,3287.1,114.0,374729.4,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
4,PCC 1:4:8,cft,3142.8,2435.0,7652718.0,As per BOQ,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
5,Painting,sft,2877.2,1119.0,3219586.8,As per BOQ,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
6,Excavation,cft,2888.3,1260.0,3639258.0,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
7,RCC M20,cft,3221.3,1722.0,5547078.6,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
8,Plastering,sft,4340.3,1901.0,8250910.3,Disputed,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
9,Door Frame,nos,162.9,356.0,57992.4,Verified,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,1597945.51,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,159794.55,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
,,,,,1438150.96,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C004_RunBill_01.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C004-02,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Date:,08-Jun-2007,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Scope:,Finishing,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Contract Value:,TBD,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
1,Window Frame,nos,,2423.0,4728484.5,As per BOQ,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
2,Painting,sft,3043.6,1732.0,5271515.2,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
3,Door Frame,nos,1962.2,946.0,1856241.2,Disputed,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
4,RCC M20,cft,2797.8,88.0,246206.4,Verified,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
5,Plumbing Fixture,nos,978.9,1589.0,1555472.1,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,576041.0,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,826239.1,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,57604.1,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
,,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C004_RunBill_02.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C004-03,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Date:,20-Nov-2006,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Project:,SATTI_MALL,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Scope:,Finishing,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Contract Value:,8062367.59,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
1,Excavation,cft,4013.9,745.0,2990355.5,As per BOQ,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
2,Plumbing Fixture,nos,3082.4,2373.0,7314535.2,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
3,Plastering,sft,"PKR 4,176",1907.0,7964013.4,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
4,RCC M20,cft,,903.0,3868181.1,Disputed,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
5,Painting,sft,4778.2,2167.0,10354359.4,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
6,Flooring,sft,1500.3,461.0,691638.3,Verified,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,1106935.21,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,3977006.95,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,110693.52,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
,,,,,996241.69,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Prepared:,,Checked:,,,,,contractor_bills\SATTI_MALL_C004_RunBill_03.xlsx,contractor_bills,SATTI_MALL
Bill No:,RB-SAT-C005-01,,,,,,contractor_bills\SATTI_MALL_C005_RunBill_01.xlsx,contractor_bills,SATTI_MALL
